,time,high,low,open,volume,volumeto,close,conversionType,conversionSymbol,Date,Sentiment,BMSB,SMA,RSI
408,1514160000,14467.43,13010.71,13789.95,107475.98,1487888106.52,13833.49,direct,,2017-12-25,0.298837446,93.34871001510312,15956.179523809522,47.20459188743522
409,1514246400,16094.67,13748.49,13830.19,143135.26,2198577125.17,15756.56,direct,,2017-12-26,0.278630654,93.320846828789,16150.914285714283,55.72403859810794
410,1514332800,16514.59,14534.66,15757.02,138705.28,2162831128.76,15416.64,direct,,2017-12-27,0.346892212,94.07541419249443,16230.298571428571,54.06336373780953
411,1514419200,15505.51,13466.07,15416.34,170366.63,2425912717.56,14398.7,direct,,2017-12-28,0.308419773,93.88522443832738,16113.555238095238,49.32290052521908
412,1514505600,15109.81,13951.08,14398.45,118874.63,1733583750.2,14392.57,direct,,2017-12-29,0.303403202,93.39413672283364,16034.743809523809,49.2948692784808
413,1514592000,14461.46,11962.09,14392.14,182065.44,2387311023.42,12531.52,direct,,2017-12-30,0.271824487,93.32962574076227,15924.653333333335,41.570525852442564
414,1514678400,14241.82,12359.43,12532.38,111270.55,1492142483.58,13850.4,direct,,2017-12-31,0.266912776,92.2867996526064,15867.072380952382,47.81168240248558
415,1514764800,13921.53,12877.67,13850.49,78425.21,1057521524.42,13444.88,direct,,2018-01-01,0.242046827,92.95595014177925,15710.520476190475,46.178391369265114
416,1514851200,15306.13,12934.16,13444.88,137732.17,1956783037.35,14754.13,direct,,2018-01-02,0.287359276,92.68263288030995,15599.579047619047,51.89236870410788
417,1514937600,15435.01,14579.71,14754.09,106543.39,1604206990.04,15156.62,direct,,2018-01-03,0.259313169,93.26329354156002,15545.76,53.52583664443286
418,1515024000,15408.66,14244.67,15156.49,110968.82,1656714736.62,15180.08,direct,,2018-01-04,0.27726578,93.37208873955231,15484.434761904762,53.62467856389666
419,1515110400,17126.95,14832.36,15180.08,141960.42,2283988962.92,16954.78,direct,,2018-01-05,0.263506679,93.31699689503407,15453.479047619048,60.47328134435614
420,1515196800,17252.85,16286.57,16954.76,83927.99,1412703790.73,17172.3,direct,,2018-01-06,0.25281473,93.94393733892787,15349.993809523809,61.22903555938006
421,1515283200,17184.81,15791.13,17174.5,79006.37,1309532650.11,16228.16,direct,,2018-01-07,0.295768553,93.94589945035372,15214.872380952382,56.20570135001525
422,1515369600,16302.92,13902.31,16228.26,142453.96,2166366561.33,14976.17,direct,,2018-01-08,0.309112907,93.5231343037812,15024.579523809523,50.31118293111158
423,1515456000,15390.28,14221.55,14976.17,99730.65,1486802326.34,14468.5,direct,,2018-01-09,0.257333136,92.91340811172502,14879.093809523809,48.10799987784189
424,1515542400,14919.49,13450.54,14468.09,142303.9,2025083791.13,14919.49,direct,,2018-01-10,0.273062038,92.60182743166672,14805.64238095238,50.194569348099385
425,1515628800,14979.96,12825.95,14920.36,173452.27,2373494121.74,13308.06,direct,,2018-01-11,0.287159824,92.7605459777956,14694.972857142857,43.46883573275984
426,1515715200,14129.08,12851.91,13308.06,102068.02,1402292716.89,13841.19,direct,,2018-01-12,0.302626204,91.83078713911587,14703.364285714284,46.04470241845681
427,1515801600,14595.04,13830.28,13841.19,71300.93,1021352776.21,14243.12,direct,,2018-01-13,0.296515396,92.0894585746452,14696.06238095238,47.96954433076236
428,1515888000,14415.67,13031.91,14244.12,81536.0,1112590573.36,13638.63,direct,,2018-01-14,0.25535625,92.2548572629185,14688.856666666667,45.349224975504995
429,1515974400,14355.82,13416.71,13638.63,84089.84,1170462750.59,13631.98,direct,,2018-01-15,0.274421943,91.86236114319804,14679.260952380955,45.31989614500665
430,1516060800,13648.84,10032.69,13634.6,325702.79,3842651741.45,11282.49,direct,,2018-01-16,0.23918771,91.80998497404319,14466.210000000001,36.37021796210906
431,1516147200,11736.3,9205.38,11282.49,348631.94,3666978316.26,11162.7,direct,,2018-01-17,0.26864595,90.07091296518239,14263.64142857143,35.980085266356014
432,1516233600,12018.43,10642.33,11162.7,204918.02,2357251805.09,11175.52,direct,,2018-01-18,0.282383788,87.21802113478492,14110.156666666666,36.05913439731709
433,1516320000,11780.49,10867.18,11175.52,110885.87,1264875700.45,11521.76,direct,,2018-01-19,0.334339186,86.19091634718846,13973.451428571429,38.27585515175906
434,1516406400,13031.04,11502.11,11521.82,119084.84,1492721765.44,12783.94,direct,,2018-01-20,0.322970324,90.16581237955288,13985.471428571427,45.67019430850781
435,1516492800,12787.35,11101.73,12783.54,130427.64,1552755289.93,11549.93,direct,,2018-01-21,0.242140872,91.08301129303774,13875.925238095238,40.554909811323604
436,1516579200,11913.74,10067.76,11549.98,165723.08,1811992345.95,10814.52,direct,,2018-01-22,0.251636087,90.08605069562081,13750.67,37.835165325618696
437,1516665600,11388.52,9980.5,10814.52,158868.59,1710180828.64,10858.23,direct,,2018-01-23,0.235399442,67.06361244599076,13565.150952380951,38.10087363935708
438,1516752000,11531.6,10506.55,10853.78,115804.82,1286435482.05,11429.02,direct,,2018-01-24,0.24773988,67.19100129636782,13387.64619047619,41.6106102757064
439,1516838400,11741.92,10930.34,11428.11,93317.76,1061064251.44,11175.87,direct,,2018-01-25,0.239799275,84.80455798773556,13196.969523809523,40.513436663827235
440,1516924800,11656.54,10346.86,11175.87,142350.84,1560135332.27,11104.2,direct,,2018-01-26,0.248385161,74.48475332747175,12918.370476190477,40.19033658207825
441,1517011200,11638.69,10879.2,11104.34,90873.81,1031091633.68,11459.71,direct,,2018-01-27,0.270871879,70.36261726567463,12646.342380952381,42.634271283436576
442,1517097600,12064.19,11407.94,11460.39,87917.22,1038153169.8,11767.74,direct,,2018-01-28,0.246376706,80.28267217536524,12433.941428571428,44.74118002010513
443,1517184000,11860.29,11089.52,11767.74,80713.7,920836244.04,11233.95,direct,,2018-01-29,0.240953017,88.45783039326152,12255.740476190476,41.87125043676347
444,1517270400,11263.7,9871.21,11234.32,164072.93,1720894077.2,10107.26,direct,,2018-01-30,0.25646176,69.22638779978415,12048.06238095238,36.542977887018424
445,1517356800,10377.96,9698.13,10107.4,122260.49,1230902973.11,10226.86,direct,,2018-01-31,0.248520169,31.05182191837595,11824.60380952381,37.45286878215642
446,1517443200,10280.84,8726.95,10226.86,208918.8,1964308989.29,9114.72,direct,,2018-02-01,0.218732268,33.722657092049474,11624.920952380951,32.750274222759
447,1517529600,9147.93,7786.2,9114.73,322596.22,2768759876.15,8870.82,direct,,2018-02-02,0.220248224,-3.2839112838985525,11388.236666666668,31.807054393911415
448,1517616000,9504.37,8194.68,8872.87,139226.07,1253484523.4,9251.27,direct,,2018-02-03,0.233823852,-11.82549291306778,11150.529523809524,34.953998696080774
449,1517702400,9400.99,7889.83,9251.27,164609.06,1413207410.82,8218.05,direct,,2018-02-04,0.218208859,-0.23241117267318664,10892.406666666666,30.79735394031627
450,1517788800,8391.29,6627.31,8218.05,341828.54,2534149181.03,6937.08,direct,,2018-02-05,0.266582386,-34.091621047592255,10573.601904761905,26.57755375433699
451,1517875200,7932.38,5968.36,6936.43,495883.24,3397596513.74,7701.25,direct,,2018-02-06,0.254039014,-75.5530127514691,10403.066666666666,32.51778712067285
452,1517961600,8572.68,7208.86,7701.25,271450.37,2159765331.36,7592.72,direct,,2018-02-07,0.204644717,-51.04030665296667,10233.067619047619,32.12032197630687
453,1518048000,8643.94,7590.48,7593.78,193040.33,1594673973.51,8260.69,direct,,2018-02-08,0.287363913,-54.83245389098961,10094.26619047619,37.2075080428469
454,1518134400,8743.2,7775.36,8259.26,162279.68,1348072086.15,8696.83,direct,,2018-02-09,0.276411753,-33.919210370804514,9959.745714285715,40.35087835114373
455,1518220800,9081.49,8176.25,8696.83,155616.78,1348923336.33,8569.29,direct,,2018-02-10,0.279057963,-20.617283161406036,9759.048095238095,39.72462109877978
456,1518307200,8573.35,7862.31,8569.32,123293.84,1013771945.88,8084.61,direct,,2018-02-11,0.265410326,-25.508300445328064,9594.032857142858,37.352109833022126
457,1518393600,8997.34,8084.41,8084.61,124923.98,1085921871.17,8911.27,direct,,2018-02-12,0.24894445,-41.69031017958169,9503.401904761904,43.54518069612984
458,1518480000,8955.15,8379.35,8911.17,98632.88,853320352.71,8544.69,direct,,2018-02-13,0.252777225,-16.17628053708599,9393.233333333334,41.58212420444387
459,1518566400,9508.22,8542.98,8544.69,133702.54,1220863360.18,9485.64,direct,,2018-02-14,0.258168627,-28.716080512951418,9300.691428571428,48.05528680666289
460,1518652800,10223.58,9363.38,9485.64,168776.78,1666668487.88,10033.75,direct,,2018-02-15,0.240027372,-0.22235694250127772,9246.304761904761,51.4313651382677
461,1518739200,10303.14,9720.38,10033.75,105556.67,1061827697.26,10188.73,direct,,2018-02-16,0.217969582,15.515391739898408,9202.710952380952,52.37392420404927
462,1518825600,11119.45,10074.07,10188.73,123660.48,1327921168.02,11097.21,direct,,2018-02-17,0.250943848,18.709032120399893,9185.449047619048,57.57186168684972
463,1518912000,11288.34,10161.01,11097.21,154431.22,1659704217.34,10417.23,direct,,2018-02-18,0.222539098,45.02032685065534,9121.139047619048,52.916604554563925
464,1518998400,11265.96,10336.32,10418.12,108244.29,1186535653.61,11182.28,direct,,2018-02-19,0.238614911,22.23973907570329,9118.67857142857,57.11794041006911
465,1519084800,11802.23,11130.95,11182.28,142449.23,1640343867.77,11256.43,direct,,2018-02-20,0.231474899,43.91111771054094,9173.400952380951,57.5136486387647
466,1519171200,11295.58,10256.21,11256.78,183274.25,1982721124.63,10481.66,direct,,2018-02-21,0.238540024,44.13257449984509,9185.534285714286,52.10346084010998
467,1519257600,10941.57,9757.19,10481.66,175506.26,1795951829.82,9847.96,direct,,2018-02-22,0.174420982,18.96903476586333,9220.450476190475,48.11659262484332
468,1519344000,10420.67,9604.0,9847.96,139373.76,1399448203.16,10175.51,direct,,2018-02-23,0.25197006,-1.5443633285547083,9282.57857142857,50.236209377829816
469,1519430400,10528.0,9396.54,10175.51,125269.68,1244484468.57,9705.73,direct,,2018-02-24,0.229743842,7.1045983712510665,9304.219523809523,47.25444628370541
470,1519516800,9873.79,9329.44,9705.73,82430.45,793093192.66,9610.11,direct,,2018-02-25,0.20146538,-8.098479910127095,9370.508095238096,46.6475368490233
471,1519603200,10457.51,9411.82,9610.11,117416.47,1181729273.47,10326.5,direct,,2018-02-26,0.23388775,-11.938942630456014,9531.909047619047,51.65709490867393
472,1519689600,10879.38,10154.24,10326.5,99772.39,1060840699.02,10594.76,direct,,2018-02-27,0.218484225,8.37975367759268,9669.695238095239,53.420808158949995
473,1519776000,11067.76,10303.14,10594.76,105434.79,1126074675.67,10334.44,direct,,2018-02-28,0.218920014,15.043878913976373,9800.253333333334,51.45884187828397
474,1519862400,11090.3,10247.56,10334.44,88432.44,952472120.03,10929.37,direct,,2018-03-01,0.172549751,6.163741499993957,9927.333333333334,55.482787175237696
475,1519948800,11191.94,10801.45,10929.37,77195.49,852908489.64,11043.12,direct,,2018-03-02,0.169687697,22.413252992052428,10039.06142857143,56.229905921979665
476,1520035200,11530.66,11043.12,11043.12,71279.36,812200126.22,11465.36,direct,,2018-03-03,0.20930033,24.316296170837802,10176.969523809523,58.98179527142191
477,1520121600,11539.79,11084.01,11465.36,61016.39,690727335.55,11504.42,direct,,2018-03-04,0.166080783,35.02776944214559,10339.817619047619,59.237110078665225
478,1520208000,11694.15,11431.55,11503.94,68323.51,791471905.1,11440.73,direct,,2018-03-05,0.239325626,34.53181618632486,10460.268095238096,58.59664449846597
479,1520294400,11441.65,10589.28,11440.33,109876.55,1210081181.36,10735.45,direct,,2018-03-06,0.250228062,31.083286944616102,10564.59,51.904272913059046
480,1520380800,10913.7,9470.73,10735.45,183060.08,1858869115.0,9928.56,direct,,2018-03-07,0.250841033,9.400557595646324,10585.681428571428,45.501469468030265
481,1520467200,10119.21,9086.85,9928.56,154879.22,1492236089.97,9316.72,direct,,2018-03-08,0.247684531,-14.73204154920821,10551.537142857143,41.33739594193919
482,1520553600,9433.38,8393.45,9316.77,233598.15,2081621422.7,9252.76,direct,,2018-03-09,0.199140224,-32.906197052594095,10506.967142857142,40.91585489589008
483,1520640000,9518.62,8727.43,9252.76,117409.38,1084925795.69,8797.27,direct,,2018-03-10,0.273348879,-35.323665424362595,10397.44619047619,37.948012311470734
484,1520726400,9735.64,8484.32,8797.27,149877.66,1374814644.2,9544.84,direct,,2018-03-11,0.247601643,-48.73267511644979,10355.903809523808,44.99939666007497
485,1520812800,9907.41,8796.52,9543.98,152959.8,1435404200.39,9142.15,direct,,2018-03-12,0.240132548,-27.991947439560228,10258.754761904762,42.21645492219813
486,1520899200,9486.12,8856.65,9142.27,133768.47,1228556284.3,9160.12,direct,,2018-03-13,0.211979372,-39.911450234921254,10158.930476190477,42.387682881774374
487,1520985600,9360.66,7966.94,9160.12,161775.05,1385572511.72,8217.7,direct,,2018-03-14,0.23122694,-39.850215228981384,10051.122857142856,36.310721486078116
488,1521072000,8432.12,7698.47,8216.22,187365.71,1519850464.55,8268.41,direct,,2018-03-15,0.32006877,-66.80575563197569,9975.906190476191,36.835473178351236
489,1521158400,8616.63,7924.11,8267.95,129688.11,1082790136.53,8283.23,direct,,2018-03-16,0.241118598,-65.61377481313663,9885.797619047618,36.99884430774844
490,1521244800,8360.64,7765.41,8283.23,111641.32,901939422.97,7883.45,direct,,2018-03-17,0.222670647,-65.47540509711165,9799.022380952383,34.413112034522385
491,1521331200,8299.86,7318.46,7882.67,198796.34,1535519444.95,8215.4,direct,,2018-03-18,0.220631165,-76.97825984673393,9732.60761904762,38.27076022596474
492,1521417600,8725.6,8129.66,8215.5,171829.52,1447812723.08,8623.14,direct,,2018-03-19,0.226363453,-67.84764624818133,9651.495238095238,42.72683154085894
493,1521504000,9056.23,8339.8,8623.14,131959.66,1150462439.42,8920.71,direct,,2018-03-20,0.228669963,-56.71921651301045,9571.778571428571,45.80177260802027
494,1521590400,9184.51,8778.69,8920.53,109985.22,991376396.96,8911.35,direct,,2018-03-21,0.30984334,-48.790140937099494,9504.01238095238,45.718624928437045
495,1521676800,9107.0,8500.88,8911.37,116522.98,1023286566.15,8724.98,direct,,2018-03-22,0.286866818,-49.52190464692204,9399.041428571429,44.00561157509129
496,1521763200,8935.88,8307.58,8724.98,109649.39,939997284.45,8934.8,direct,,2018-03-23,0.202753186,-55.17191129230595,9298.645238095238,46.43878770751556
497,1521849600,9036.23,8515.53,8935.51,93296.24,827663165.33,8548.06,direct,,2018-03-24,0.248048982,-49.83157541994824,9159.72619047619,42.75126341903607
498,1521936000,8690.36,8395.85,8548.39,76775.64,657643520.26,8472.84,direct,,2018-03-25,0.253748466,-61.08389054072297,9015.365238095237,42.051843534653926
499,1522022400,8521.04,7869.27,8472.56,131859.97,1079038734.78,8152.2,direct,,2018-03-26,0.250228641,-63.535667482489806,8858.76857142857,39.11424132464757
500,1522108800,8226.24,7752.3,8152.18,116523.1,930754990.52,7808.48,direct,,2018-03-27,0.290670963,-72.77624485744244,8719.389047619048,36.19525927070341
501,1522195200,8117.79,7752.6,7808.42,82590.62,657712114.92,7959.78,direct,,2018-03-28,0.240007222,-82.52392418015161,8625.63761904762,38.37532682454329
502,1522281600,7983.77,6927.11,7959.78,185805.88,1379180030.3,7106.62,direct,,2018-03-29,0.285827762,-78.47271436766833,8520.394761904763,31.781121538851266
503,1522368000,7280.27,6595.26,7106.62,229837.79,1584675343.21,6853.76,direct,,2018-03-30,0.25968144,-90.58054907400624,8406.156666666668,30.12868465874388
504,1522454400,7228.4,6806.34,6853.75,129526.48,915400590.57,6943.77,direct,,2018-03-31,0.256260105,-90.91160505595745,8317.894761904763,31.494143679555563
505,1522540800,7056.22,6463.54,6943.77,131344.01,889887684.72,6835.84,direct,,2018-04-01,0.263130672,-90.7884925931928,8188.894761904762,30.718929116917366
506,1522627200,8218.66,6792.3,6835.58,106513.22,748861435.14,7074.6,direct,,2018-04-02,0.268678937,-90.92689139421026,8090.44,34.556552603271754
507,1522713600,7528.97,7039.88,7074.65,122807.02,905326798.64,7434.3,direct,,2018-04-03,0.26254669,-90.60969094286828,8008.258095238094,39.95293944739399
508,1522800000,7442.42,6727.09,7434.3,123910.33,877199782.17,6815.5,direct,,2018-04-04,0.270488758,-90.13399817074074,7941.486666666667,34.65827544060153
509,1522886400,6933.66,6602.38,6815.5,114426.84,777145174.76,6790.45,direct,,2018-04-05,0.256871121,-90.95147378986562,7871.10761904762,34.459191211893284
510,1522972800,6869.53,6526.67,6790.45,90749.16,605651287.47,6634.86,direct,,2018-04-06,0.273135011,-90.98182281276463,7792.613809523808,33.18416408651467
511,1523059200,7083.85,6624.47,6634.86,81312.77,564883141.53,6917.2,direct,,2018-04-07,0.245456394,-91.18488553451802,7746.601904761904,37.689730414157296
512,1523145600,7132.03,6911.02,6917.2,60386.23,425825572.09,7049.92,direct,,2018-04-08,0.292079425,-90.81067226735297,7691.102857142857,39.74656990796797
513,1523232000,7204.28,6633.69,7049.92,130534.03,901883664.92,6789.53,direct,,2018-04-09,0.262376585,-90.63815379510358,7603.7880952380965,37.155180050632175
514,1523318400,6922.84,6676.72,6789.53,62035.53,424510977.27,6871.07,direct,,2018-04-10,0.26291135,-90.98276425188565,7506.186190476191,38.50721631809594
515,1523404800,6999.37,6839.16,6871.07,64802.3,450141340.22,6977.13,direct,,2018-04-11,0.232704962,-90.87399050645934,7414.0804761904765,40.30614553993179
516,1523491200,8051.95,6791.33,6977.04,197276.82,1490759969.77,7927.73,direct,,2018-04-12,0.268938098,-90.73205707451926,7376.11619047619,53.45041862579479
517,1523577600,8237.16,7758.8,7927.73,145665.26,1171435820.59,7899.11,direct,,2018-04-13,0.293089181,-78.95871239174188,7326.797619047619,53.07151831080377
518,1523664000,8195.34,7841.19,7898.74,66678.63,537286381.88,8022.51,direct,,2018-04-14,0.25861221,-79.87895801775075,7301.771428571429,54.56698127756608
519,1523750400,8437.03,8021.04,8022.51,68822.07,570527804.56,8376.73,direct,,2018-04-15,0.247535565,-76.60371643282015,7297.194761904761,58.64124569804394
520,1523836800,8430.93,7929.24,8376.73,87681.75,713471956.84,8079.77,direct,,2018-04-16,0.283933713,-67.01331001634331,7293.745714285715,54.249072156051476
521,1523923200,8187.6,7858.12,8079.77,71933.6,580880500.84,7921.63,direct,,2018-04-17,0.247826703,-75.45230938199337,7299.13380952381,52.0148215701953
522,1524009600,8246.57,7908.92,7921.65,73050.12,593500791.64,8189.96,direct,,2018-04-18,0.241493792,-80.0184587700078,7310.094761904761,55.37332844707195
523,1524096000,8321.01,8136.42,8189.92,72820.98,602099034.89,8301.82,direct,,2018-04-19,0.247075203,-72.76536171569585,7367.009047619048,56.73285481911153
524,1524182400,8945.14,8243.49,8301.82,114730.74,979994921.45,8877.08,direct,,2018-04-20,0.235692613,-69.89017370710667,7463.357619047618,62.97904007344916
525,1524268800,9047.82,8631.18,8877.15,93635.24,829073400.66,8935.72,direct,,2018-04-21,0.252307308,-54.25026331511196,7558.212380952381,63.5565907357178
526,1524355200,9043.98,8788.44,8935.85,68212.83,610183093.43,8823.36,direct,,2018-04-22,0.26490076,-52.796822487130896,7652.856190476191,61.57440172641577
527,1524441600,9025.73,8804.2,8823.46,61895.95,553892335.42,8968.25,direct,,2018-04-23,0.244350491,-56.01430711524443,7743.030000000001,63.16955634749968
528,1524528000,9741.91,8957.68,8967.86,136352.05,1276464750.74,9655.77,direct,,2018-04-24,0.23648276,-52.10418586478507,7848.814285714286,69.61524708887018
529,1524614400,9765.23,8757.06,9657.69,192797.41,1779806222.98,8873.62,direct,,2018-04-25,0.262675104,-33.31373340133335,7946.82,57.324175973299255
530,1524700800,9315.13,8669.38,8873.57,111690.32,997427934.62,9282.12,direct,,2018-04-26,0.23590326,-54.94191396153905,8065.4709523809515,61.17927629716062
531,1524787200,9385.87,8923.48,9289.01,82025.4,758182407.35,8938.47,direct,,2018-04-27,0.227328928,-43.79635089267809,8175.166666666667,56.55116006108212
532,1524873600,9435.9,8892.52,8938.47,83347.1,774111704.68,9351.47,direct,,2018-04-28,0.244213699,-53.23262164971246,8291.084285714285,60.425792709220026
533,1524960000,9552.67,9189.07,9349.94,68227.03,640931911.37,9407.04,direct,,2018-04-29,0.239687456,-41.8813993483965,8403.328095238094,60.930644181516875
534,1525046400,9459.81,9133.6,9407.35,61631.36,574099218.21,9248.45,direct,,2018-04-30,0.268165421,-40.3284543212067,8520.419523809524,58.63182454813375
535,1525132800,9251.66,8851.1,9248.25,74147.8,669555436.99,9077.28,direct,,2018-05-01,0.270358542,-44.57496298642753,8625.477142857144,56.16862576504445
536,1525219200,9271.62,8993.82,9077.28,57618.44,527488395.49,9232.19,direct,,2018-05-02,0.277271658,-49.09776687291896,8732.860952380954,57.89271514698353
537,1525305600,9817.19,9172.28,9232.19,90631.98,857646889.15,9745.04,direct,,2018-05-03,0.307672521,-44.437676903791136,8819.399523809523,63.071542643216134
538,1525392000,9785.15,9547.21,9746.26,68689.75,663887678.35,9699.61,direct,,2018-05-04,0.249120352,-29.642800381607305,8905.13761904762,62.340102520960215
539,1525478400,9968.85,9687.09,9700.37,68875.75,679872376.4,9845.9,direct,,2018-05-05,0.311565218,-30.424480416251367,8991.965714285714,63.79608919050309
540,1525564800,9936.96,9441.93,9846.44,62904.49,608650204.19,9644.92,direct,,2018-05-06,0.308916933,-25.97205330550736,9052.355714285713,60.344351572286214
541,1525651200,9662.23,9202.13,9643.99,73842.44,692580062.51,9377.81,direct,,2018-05-07,0.332209148,-31.071873985757332,9114.167142857143,56.00715393962299
542,1525737600,9472.09,9063.07,9377.08,72659.12,673924125.29,9196.13,direct,,2018-05-08,0.31212186,-37.797462001591605,9174.85761904762,53.20601300224903
543,1525824000,9373.46,8987.27,9196.13,67939.11,625495066.08,9321.16,direct,,2018-05-09,0.283248793,-42.06357788383645,9228.724285714285,54.87851495899903
544,1525910400,9393.95,9017.13,9321.52,67915.99,629850604.12,9032.22,direct,,2018-05-10,0.262184205,-37.80877788966714,9263.505238095237,50.39572488571981
545,1525996800,9032.27,8363.5,9032.22,134727.27,1176888629.2,8421.0,direct,,2018-05-11,0.318451084,-45.1312208931925,9241.787142857143,42.48899225660722
546,1526083200,8653.8,8225.97,8420.82,92805.87,783972252.35,8486.67,direct,,2018-05-12,0.316481848,-61.244779071243975,9220.40380952381,43.51439687720844
547,1526169600,8773.96,8350.91,8488.07,61066.94,525395861.86,8709.46,direct,,2018-05-13,0.335829703,-57.8607908161231,9214.98,46.968920155738644
548,1526256000,8883.0,8312.72,8709.46,101370.46,874543293.99,8672.9,direct,,2018-05-14,0.334441358,-50.06284080798775,9200.915714285713,46.46670775376682
549,1526342400,8848.69,8441.25,8672.88,84517.8,730739738.9,8480.16,direct,,2018-05-15,0.333744475,-49.737503216221626,9144.934285714286,43.807364860251596
550,1526428800,8501.65,8119.17,8480.16,95203.5,789660713.22,8344.78,direct,,2018-05-16,0.298389596,-54.01198680994755,9119.751428571428,41.98958472370227
551,1526515200,8476.45,8015.77,8342.69,74445.77,615539512.71,8071.04,direct,,2018-05-17,0.30971592,-56.613920546284064,9062.080952380953,38.50993560664775
552,1526601600,8280.45,7940.35,8071.04,68665.67,558167598.76,8247.91,direct,,2018-05-18,0.292305624,-63.29318719560238,9029.197142857143,41.86230800338633
553,1526688000,8397.27,8160.8,8247.91,45978.21,381458405.45,8249.24,direct,,2018-05-19,0.27790935,-57.01130921605668,8976.710000000001,41.88796439319076
554,1526774400,8591.45,8181.46,8249.24,49694.23,418898289.02,8533.0,direct,,2018-05-20,0.286357243,-55.81745378592328,8935.089047619047,47.23784960650228
555,1526860800,8585.85,8347.88,8533.22,54602.79,463653636.91,8419.65,direct,,2018-05-21,0.299518067,-46.29781310771384,8895.62238095238,45.438333243605506
556,1526947200,8428.6,7962.43,8419.67,66032.52,543342369.36,7992.75,direct,,2018-05-22,0.311455968,-48.383884737391064,8843.978095238093,39.35726465619273
557,1527033600,8031.63,7460.66,7992.75,120597.47,934151146.29,7505.77,direct,,2018-05-23,0.343690884,-59.65272984165071,8761.76761904762,33.8001891910953
558,1527120000,7729.48,7283.77,7505.77,109709.83,826278113.25,7584.74,direct,,2018-05-24,0.303046908,-72.80439981372415,8658.89619047619,35.39325939531652
559,1527206400,7652.37,7347.96,7584.78,84630.56,634474356.99,7475.36,direct,,2018-05-25,0.344866233,-69.10419503800279,8552.979523809525,34.16682791010594
560,1527292800,7626.69,7314.71,7475.36,48994.09,368322782.27,7355.06,direct,,2018-05-26,0.253044546,-71.18858382414311,8434.368095238096,32.819816506102825
561,1527379200,7420.07,7256.67,7355.06,46446.45,341348321.23,7362.23,direct,,2018-05-27,0.299618068,-73.82910435988825,8325.66857142857,32.989386271578525
562,1527465600,7455.55,7092.91,7362.23,72505.5,526854342.95,7118.88,direct,,2018-05-28,0.373846123,-72.58070407222125,8218.100476190475,30.20292438313824
563,1527552000,7533.03,7069.01,7118.88,86536.7,634849312.09,7474.75,direct,,2018-05-29,0.366564141,-79.02116287139482,8136.129999999999,38.39742427264247
564,1527638400,7571.08,7295.78,7474.75,67797.62,505870974.98,7393.02,direct,,2018-05-30,0.395272118,-66.83884772862277,8044.313809523809,37.31391932419212
565,1527724800,7608.87,7349.52,7393.02,60780.47,458223966.12,7502.15,direct,,2018-05-31,0.402896243,-68.20780013621983,7971.453333333334,39.758324467395965
566,1527811200,7614.66,7370.27,7501.74,61082.25,458687659.47,7530.55,direct,,2018-06-01,0.308446142,-63.49142080226495,7929.050952380952,40.40955917452822
567,1527897600,7697.34,7467.79,7530.55,47435.99,362414878.61,7643.26,direct,,2018-06-02,0.308458262,-61.20020842828615,7888.888571428572,43.04122029734197
568,1527984000,7774.96,7606.76,7643.26,42988.84,332313005.46,7719.75,direct,,2018-06-03,0.31269558,-56.27626644374387,7841.759523809525,44.8221430802725
569,1528070400,7760.73,7469.21,7719.73,56223.86,427448262.3,7503.2,direct,,2018-06-04,0.343547725,-52.57297042432105,7786.059523809524,40.921188754660555
570,1528156800,7672.7,7394.97,7503.32,58424.84,440337235.4,7629.4,direct,,2018-06-05,0.377828066,-58.47952781544879,7745.547142857144,43.9810321572866
571,1528243200,7701.35,7504.98,7629.4,51911.42,396116252.65,7661.79,direct,,2018-06-06,0.374080728,-53.33025653951673,7713.023809523809,44.771648539382525
572,1528329600,7755.92,7651.13,7661.79,44318.41,342475552.09,7700.11,direct,,2018-06-07,0.392595994,-51.20094535521494,7695.360476190476,45.747204227351055
573,1528416000,7709.61,7559.5,7700.4,40500.95,310119047.41,7627.52,direct,,2018-06-08,0.359445229,-48.88215656183367,7665.818095238095,44.15603619296025
574,1528502400,7691.74,7495.72,7627.56,28511.04,218013881.09,7513.69,direct,,2018-06-09,0.253434196,-50.07942438377828,7630.791904761905,41.70630823351175
575,1528588800,7514.04,6661.98,7513.76,127797.43,895514425.38,6773.72,direct,,2018-06-10,0.305608245,-52.56589499505449,7547.016666666667,30.03929724308351
576,1528675200,6913.85,6652.89,6773.72,71169.64,482788065.15,6887.37,direct,,2018-06-11,0.319840912,-75.53216344762652,7474.050952380952,33.13321191204865
577,1528761600,6888.33,6462.61,6887.43,75997.29,509372466.34,6556.94,direct,,2018-06-12,0.377882859,-70.32930272669017,7405.679047619048,29.10333614941213
578,1528848000,6623.0,6140.63,6556.94,124304.17,797087281.14,6310.43,direct,,2018-06-13,0.458963088,-80.14285697452442,7348.758095238094,26.512616256429965
579,1528934400,6719.44,6286.23,6310.43,95038.67,620296377.11,6643.26,direct,,2018-06-14,0.370735976,-87.2935043705519,7303.925714285714,34.93435956035337
580,1529020800,6667.23,6380.69,6643.63,57731.42,379228601.07,6396.71,direct,,2018-06-15,0.435510592,-75.00540853449476,7252.561428571427,32.00807846266517
581,1529107200,6569.15,6345.99,6396.71,35851.38,232802782.59,6503.1,direct,,2018-06-16,0.289021037,-82.19126287448468,7211.991904761904,34.55559078323758
