,time,high,low,open,volume,volumeto,close,conversionType,conversionSymbol,Date,Sentiment,BMSB,SMA,RSI,OBV
458,1491177600,1157.87,1095.55,1097.4,98499.3,111870807.42,1147.56,direct,,2017-04-03,0.214668373,51.54649253826971,1068.5090476190476,57.09145613065968,3674580.849999999
459,1491264000,1161.19,1122.15,1147.56,70998.95,81164094.44,1141.77,direct,,2017-04-04,0.216700846,66.27506735355749,1063.6819047619047,56.35873283426244,3603581.899999999
460,1491350400,1143.84,1110.06,1141.77,69469.37,78335573.66,1129.87,direct,,2017-04-05,0.202134836,63.12256133695695,1057.7980952380954,54.801985068941995,3534112.529999999
461,1491436800,1201.55,1130.51,1129.87,92357.58,108182158.18,1188.7,direct,,2017-04-06,0.18608391,58.207774051657054,1058.5514285714285,60.59663161241444,3626470.109999999
462,1491523200,1201.23,1173.18,1188.7,59746.57,71184485.98,1190.49,direct,,2017-04-07,0.204642938,75.46725714646996,1064.2076190476191,60.761470312335476,3686216.679999999
463,1491609600,1198.22,1166.65,1190.49,33180.63,39393003.33,1180.78,direct,,2017-04-08,0.206418587,74.65257370739539,1074.1790476190477,59.31196755759179,3653036.049999999
464,1491696000,1215.1,1173.99,1180.78,45351.08,54498333.26,1204.34,direct,,2017-04-09,0.225079202,70.20582688062493,1082.8333333333333,61.69943103070918,3698387.129999999
465,1491782400,1214.87,1194.81,1204.34,40013.05,48473680.7,1206.71,direct,,2017-04-10,0.224421724,76.1605190853644,1090.4142857142856,61.94135622476139,3738400.179999999
466,1491868800,1229.57,1195.76,1206.71,37394.78,45563707.07,1220.74,direct,,2017-04-11,0.239335375,75.48319151474492,1095.15,63.41461002334015,3775794.9599999986
467,1491955200,1225.46,1207.36,1220.74,44783.23,54699396.14,1212.53,direct,,2017-04-12,0.247350925,78.40477547513261,1103.1409523809523,61.90447263826734,3731011.7299999986
468,1492041600,1218.66,1150.29,1212.53,66051.93,78456422.62,1176.2,direct,,2017-04-13,0.203834443,74.5630519078079,1109.8633333333335,55.59530359979161,3664959.7999999984
469,1492128000,1195.4,1162.16,1176.2,47217.49,56129576.67,1177.33,direct,,2017-04-14,0.187922722,62.22659460651843,1121.1790476190477,55.74638001331707,3712177.2899999986
470,1492214400,1194.85,841.53,1177.33,28384.58,33877537.21,1176.99,direct,,2017-04-15,0.260862251,61.473840513553206,1131.2119047619049,55.68499094086347,3683792.7099999986
471,1492300800,1187.97,1166.74,1176.99,18930.29,22538918.55,1176.8,direct,,2017-04-16,0.268512872,60.336101033658466,1141.0861904761903,55.64811151100323,3664862.4199999985
472,1492387200,1202.97,1172.81,1176.8,46483.54,56095607.39,1194.01,direct,,2017-04-17,0.251531702,59.2292169181179,1148.175238095238,58.3395354225645,3711345.9599999986
473,1492473600,1213.88,1191.14,1194.01,52747.52,64900219.25,1206.09,direct,,2017-04-18,0.208976178,63.34706727347559,1155.8738095238095,60.166737641246606,3764093.4799999986
474,1492560000,1218.21,1194.08,1206.09,43347.15,53034357.1,1215.2,direct,,2017-04-19,0.226298617,65.87795126193582,1164.1261904761905,61.536811300752646,3807440.6299999985
475,1492646400,1246.64,1210.67,1215.2,55194.86,69223360.98,1238.09,direct,,2017-04-20,0.231242881,67.45581456483754,1173.6585714285716,64.81178196046065,3862635.4899999984
476,1492732800,1256.97,1235.56,1238.09,41344.02,52498296.85,1249.64,direct,,2017-04-21,0.254793763,73.10586276865101,1181.7790476190476,66.36788099744291,3903979.5099999984
477,1492819200,1256.97,1215.78,1249.64,43814.59,55776932.72,1240.89,direct,,2017-04-22,0.218123522,75.29879484489787,1189.1490476190477,64.05679597069081,3860164.9199999985
478,1492905600,1256.23,1223.06,1240.89,42608.01,54224355.75,1249.14,direct,,2017-04-23,0.266481449,71.38429140348609,1196.374761904762,65.28427693632781,3902772.9299999983
479,1492992000,1256.36,1234.86,1249.14,38542.24,49281629.32,1248.18,direct,,2017-04-24,0.198491909,72.54398051132253,1201.1661904761906,65.00607899154281,3864230.689999998
480,1493078400,1272.62,1244.21,1248.18,43885.78,56659016.28,1264.31,direct,,2017-04-25,0.107959164,70.96974527284677,1207.0014285714287,67.51118981507659,3908116.469999998
481,1493164800,1309.2,1263.0,1264.31,58908.66,77649710.39,1286.63,direct,,2017-04-26,0.21196446,74.38713371072996,1214.4661904761904,70.64296796142384,3967025.129999998
482,1493251200,1346.79,1285.3,1286.63,61771.48,83319636.4,1332.91,direct,,2017-04-27,0.223254256,79.56433035107126,1221.3333333333333,75.84278330218008,4028796.609999998
483,1493337600,1356.15,1287.62,1332.91,77569.41,104536476.71,1329.62,direct,,2017-04-28,0.176166021,90.04110035913023,1227.9585714285715,74.82810643232803,3951227.199999998
484,1493424000,1343.69,1314.15,1329.62,40969.34,55982468.15,1336.28,direct,,2017-04-29,0.269360442,89.09362444012241,1235.3633333333335,75.54146351789583,3992196.5399999977
485,1493510400,1358.94,1309.66,1336.28,40643.04,55470285.83,1351.91,direct,,2017-04-30,0.209741325,89.48652299493293,1242.3904761904762,77.1762025395384,4032839.5799999977
486,1493596800,1448.68,1342.78,1351.91,100438.27,144414038.52,1415.81,direct,,2017-05-01,0.226987612,90.06230206167328,1252.3476190476192,82.36549178947192,4133277.8499999978
487,1493683200,1471.14,1394.83,1415.81,70004.82,103342244.97,1445.93,direct,,2017-05-02,0.192644463,90.46569366994008,1263.0709523809523,84.19016879849113,4203282.669999998
488,1493769600,1496.39,1424.05,1445.93,81717.36,122551707.4,1485.55,direct,,2017-05-03,0.219882593,90.61771201966462,1276.0719047619048,86.21128234624221,4285000.029999998
489,1493856000,1609.84,1437.11,1485.55,136711.3,213084949.56,1516.76,direct,,2017-05-04,0.225301142,90.81951820835201,1292.2890476190476,87.56035530443891,4421711.329999998
490,1493942400,1588.11,1485.01,1516.76,120379.24,188015771.96,1507.77,direct,,2017-05-05,0.252902834,90.95893451397001,1308.0242857142857,84.98115659832601,4301332.089999998
491,1494028800,1560.42,1503.93,1507.77,59602.01,92747185.54,1545.29,direct,,2017-05-06,0.165779203,90.85710877981123,1325.562380952381,86.7370753284518,4360934.099999998
492,1494115200,1572.89,1495.18,1545.29,71355.58,111708072.42,1554.45,direct,,2017-05-07,0.210657951,91.03081241916738,1343.5457142857144,87.13260218502654,4432289.679999998
493,1494201600,1667.67,1552.86,1554.45,107226.89,174687869.23,1664.47,direct,,2017-05-08,0.208643281,91.03524493169142,1365.9485714285713,90.71443826508282,4539516.5699999975
494,1494288000,1757.39,1619.97,1664.47,127228.68,219169486.19,1697.5,direct,,2017-05-09,0.251763903,91.5742871519473,1389.3490476190475,91.48112644429465,4666745.249999997
495,1494374400,1766.18,1664.99,1697.5,89679.81,156203600.07,1752.31,direct,,2017-05-10,0.206816951,91.6838176342726,1414.9257142857143,92.57648452298037,4756425.059999997
496,1494460800,1864.76,1741.54,1752.31,109009.0,198829123.41,1819.29,direct,,2017-05-11,0.235856906,91.888395627299,1442.6019047619047,93.65086589186325,4865434.059999997
497,1494547200,1822.51,1641.18,1819.29,109341.25,192159873.95,1686.39,direct,,2017-05-12,0.10790678,92.12957955111169,1463.3995238095238,71.53002048243238,4756092.809999997
498,1494633600,1770.5,1594.59,1686.39,75467.87,128390095.83,1763.74,direct,,2017-05-13,0.136687662,91.45926231935087,1488.2971428571427,75.20145763321224,4831560.679999997
499,1494720000,1802.75,1736.13,1763.74,40635.4,72874378.57,1772.55,direct,,2017-05-14,0.178020341,91.78115766903562,1513.2214285714285,75.58761071388747,4872196.079999997
500,1494806400,1776.65,1656.81,1772.55,80241.72,138499150.92,1708.92,direct,,2017-05-15,0.127753821,91.76899812244002,1535.1614285714286,67.42171476359034,4791954.359999998
501,1494892800,1752.55,1653.72,1708.92,75541.37,130379207.17,1729.34,direct,,2017-05-16,0.129996441,91.4135778023205,1557.3057142857142,68.59428901098698,4867495.729999998
502,1494979200,1842.83,1703.97,1729.34,94618.69,170954154.68,1801.3,direct,,2017-05-17,0.184694366,91.4654428109656,1581.8138095238096,72.36858041806454,4962114.419999998
503,1495065600,1980.49,1791.12,1801.3,73095.54,135901905.39,1880.99,direct,,2017-05-18,0.236351017,91.7569976218451,1607.912857142857,75.8324168487148,5035209.959999998
504,1495152000,1969.7,1875.28,1880.99,98759.13,191523926.23,1962.0,direct,,2017-05-19,0.183592207,92.05481882544969,1638.0261904761903,78.74887407542393,5133969.089999998
505,1495238400,2048.45,1944.4,1962.0,89862.03,179346919.05,2040.18,direct,,2017-05-20,0.251482069,92.33056548812773,1671.545238095238,81.11714685214193,5223831.119999998
506,1495324800,2094.94,1980.07,2040.18,78775.32,161036810.13,2044.19,direct,,2017-05-21,0.222657087,92.56989492299712,1704.5109523809522,81.23267440038353,5302606.439999999
507,1495411200,2264.76,1998.61,2044.19,174376.65,373482496.01,2124.41,direct,,2017-05-22,0.254327958,92.52750563569985,1738.2538095238097,83.4182741846587,5476983.089999999
508,1495497600,2286.3,2110.78,2124.41,114179.23,251969081.94,2272.58,direct,,2017-05-23,0.248569423,92.7517178604777,1777.618095238095,86.53697205806203,5591162.319999999
509,1495584000,2496.98,2263.29,2272.58,149254.84,353734030.88,2445.28,direct,,2017-05-24,0.253243808,93.16240747841564,1823.319523809524,89.1082928917572,5740417.159999999
510,1495670400,2781.76,2210.48,2445.28,248438.97,622139030.97,2307.22,direct,,2017-05-25,0.174525442,93.57855425072084,1860.9604761904761,76.52542874187748,5491978.1899999995
511,1495756800,2616.52,2051.45,2306.96,191494.03,441342711.51,2244.89,direct,,2017-05-26,0.20837938,93.13229167007839,1896.0614285714282,71.60907218829024,5300484.159999999
512,1495843200,2322.37,1868.56,2244.89,222952.91,446034004.02,2052.43,direct,,2017-05-27,0.200892236,92.8833492591991,1920.2109523809524,59.00395801117716,5077531.249999999
513,1495929600,2300.52,2051.07,2052.43,125004.39,266766116.87,2189.02,direct,,2017-05-28,0.219695382,92.16708786473255,1950.4285714285713,63.8653998804084,5202535.639999999
514,1496016000,2337.35,2117.34,2189.02,92235.69,204101576.11,2278.21,direct,,2017-05-29,0.194210426,92.60490724260686,1979.6542857142856,66.64667674143732,5294771.329999999
515,1496102400,2329.26,2147.1,2278.21,120964.11,270069146.9,2192.55,direct,,2017-05-30,0.19699345,92.84170765543017,2003.2280952380952,61.732178725620656,5173807.219999999
516,1496188800,2330.62,2168.37,2192.55,117749.1,261223035.96,2303.34,direct,,2017-05-31,0.196500695,92.51294904396951,2029.467619047619,65.29653182341238,5291556.319999998
517,1496275200,2460.84,2303.34,2303.34,122696.44,290070431.91,2412.65,direct,,2017-06-01,0.24816175,92.82348453918826,2057.7228571428573,68.4217415905583,5414252.759999999
518,1496361600,2493.97,2385.59,2412.65,83028.45,199765372.83,2492.6,direct,,2017-06-02,0.282963871,93.09552468685294,2096.1138095238093,70.51332574453853,5497281.209999999
519,1496448000,2582.77,2449.95,2492.6,70956.49,177168595.51,2545.43,direct,,2017-06-03,0.269059031,93.26298585313255,2133.337142857143,71.84059042954988,5568237.699999999
520,1496534400,2559.79,2478.18,2545.43,59478.96,149060810.38,2524.06,direct,,2017-06-04,0.264758252,93.34516062474295,2169.123333333333,70.45900779751732,5508758.739999999
521,1496620800,2705.38,2523.92,2524.06,86686.38,225611887.49,2704.96,direct,,2017-06-05,0.27409338,93.230980398537,2216.5538095238094,74.86552541890558,5595445.119999999
522,1496707200,2931.24,2699.68,2704.96,192228.25,538772473.78,2870.5,direct,,2017-06-06,0.232226658,93.61829128786695,2270.8947619047617,78.08678420495542,5787673.369999999
523,1496793600,2880.95,2626.56,2870.5,122676.04,340329903.73,2691.51,direct,,2017-06-07,0.230736813,93.91969401679276,2313.285714285714,67.94683991558156,5664997.329999999
524,1496880000,2808.41,2623.61,2691.51,95420.44,260898606.12,2798.78,direct,,2017-06-08,0.245090948,93.45299615060104,2356.9900000000002,70.4254613733776,5760417.77
525,1496966400,2852.07,2786.07,2798.78,67044.96,189237110.88,2811.43,direct,,2017-06-09,0.245985159,93.63850792267665,2397.439047619048,70.71307539189411,5827462.7299999995
526,1497052800,2914.19,2807.36,2811.43,86516.58,246869682.08,2900.25,direct,,2017-06-10,0.239979361,93.60482621435207,2438.394761904762,72.71918362784025,5913979.31
527,1497139200,2977.86,2867.25,2900.25,83026.07,241516660.76,2973.45,direct,,2017-06-11,0.240612675,93.73583584697253,2482.6452380952383,74.28266105682425,5997005.38
528,1497225600,2985.06,2483.63,2973.45,217963.32,585158909.87,2656.77,direct,,2017-06-12,0.171933553,93.8234357652392,2507.9957142857143,58.628287272587734,5779042.06
529,1497312000,2784.77,2647.44,2656.77,116738.08,314476276.72,2712.99,direct,,2017-06-13,0.219774523,93.0295096938227,2528.967619047619,60.23061734633481,5895780.14
530,1497398400,2803.72,2348.99,2712.99,174189.24,448294279.42,2467.27,direct,,2017-06-14,0.135853435,93.11580446319485,2530.0147619047616,50.94366859846537,5721590.899999999
531,1497484800,2521.6,2125.56,2467.27,262787.33,606264366.01,2442.46,direct,,2017-06-15,0.168323631,92.38179796512802,2536.454761904762,50.1036364202491,5458803.569999999
532,1497571200,2536.42,2335.28,2442.46,117206.43,286630757.58,2508.58,direct,,2017-06-16,0.247487102,92.25985544897333,2549.011428571429,52.358309766851235,5576009.999999999
533,1497657600,2690.71,2454.81,2508.58,95948.29,246698591.9,2655.1,direct,,2017-06-17,0.261005425,92.41215630835937,2577.71,56.99571661290608,5671958.289999999
534,1497744000,2676.04,2488.59,2655.1,92004.22,235239296.33,2539.56,direct,,2017-06-18,0.243345968,92.77703094008717,2594.402380952381,52.64403286641695,5579954.069999999
535,1497830400,2617.75,2518.78,2539.56,81829.22,210372750.85,2616.82,direct,,2017-06-19,0.21847245,92.39845653182547,2610.5266666666666,55.11207010900653,5661783.289999999
536,1497916800,2800.48,2613.98,2616.82,111303.55,300034010.58,2754.38,direct,,2017-06-20,0.211100266,92.57166602721693,2637.2804761904763,59.1902218321809,5773086.839999999
537,1498003200,2804.41,2624.35,2754.38,116033.61,313234721.45,2677.62,direct,,2017-06-21,0.212298795,92.88788861634785,2655.1033333333335,56.12596538732721,5657053.229999999
538,1498089600,2757.32,2623.17,2677.62,78297.6,210318780.96,2722.84,direct,,2017-06-22,0.27214612,92.62691216292106,2669.8742857142856,57.52113907935353,5735350.829999998
539,1498176000,2759.66,2699.48,2722.84,56938.1,155303414.19,2710.37,direct,,2017-06-23,0.248270572,92.693216706577,2680.2442857142855,56.983009743638114,5678412.729999999
540,1498262400,2741.56,2540.35,2710.37,86964.18,228007287.01,2590.05,direct,,2017-06-24,0.27379852,92.59995579922385,2682.3690476190477,51.93441524817426,5591448.549999999
541,1498348800,2660.66,2472.37,2590.05,86972.43,220679135.83,2541.62,direct,,2017-06-25,0.233008272,92.20000261933568,2683.205238095238,50.013647038143816,5504476.119999999
542,1498435200,2584.75,2327.26,2541.62,165825.86,401912134.89,2446.05,direct,,2017-06-26,0.167437745,91.99759337283501,2670.8761904761905,46.36912629550395,5338650.259999999
543,1498521600,2585.06,2309.63,2446.05,159263.78,381517099.87,2583.75,direct,,2017-06-27,0.134076785,91.6370689724713,2657.2214285714285,51.817177447498565,5497914.039999999
544,1498608000,2616.95,2490.11,2583.75,110423.89,279792448.24,2577.74,direct,,2017-06-28,0.207110606,92.02934961482991,2651.80380952381,51.57093860823331,5387490.149999999
545,1498694400,2605.86,2526.51,2577.74,75323.92,191733499.8,2558.37,direct,,2017-06-29,0.199533642,91.95903380819358,2640.3557142857144,50.73413623073144,5312166.2299999995
546,1498780800,2576.28,2469.54,2558.37,73001.6,183878856.3,2480.61,direct,,2017-06-30,0.150178275,91.84903481963688,2624.602380952381,47.408423750257725,5239164.63
547,1498867200,2529.62,2387.47,2480.61,66319.98,160661673.8,2424.61,direct,,2017-07-01,0.198660057,91.54589740099834,2601.9528571428573,45.11481132134097,5172844.649999999
548,1498953600,2555.34,2375.86,2424.61,67757.31,165839565.2,2536.46,direct,,2017-07-02,0.19516655,91.30627157426255,2581.1438095238095,50.2880008587531,5240601.959999999
549,1499040000,2617.48,2506.3,2536.46,83418.16,212244951.2,2572.47,direct,,2017-07-03,0.202703452,91.6408474215053,2577.129523809524,51.86115301278013,5324020.119999999
550,1499126400,2658.73,2569.99,2572.47,80675.07,210433639.12,2617.32,direct,,2017-07-04,0.243307728,91.70618283757064,2572.57380952381,53.82124186938017,5404695.1899999995
551,1499212800,2642.74,2562.04,2617.32,89719.19,232257106.93,2627.86,direct,,2017-07-05,0.102293313,91.79489184073843,2580.2209523809524,54.29225468237573,5494414.38
552,1499299200,2634.84,2581.8,2627.86,60155.45,156558009.83,2614.24,direct,,2017-07-06,0.195786385,91.77289674418607,2588.4009523809523,53.53240375653381,5434258.93
553,1499385600,2617.48,2484.73,2614.24,90447.94,229168229.22,2513.88,direct,,2017-07-07,0.240637363,91.67701753494254,2588.653333333333,48.18136776320108,5343810.989999999
554,1499472000,2568.73,2480.62,2513.88,54508.76,136973389.49,2564.86,direct,,2017-07-08,0.25820258,91.29539875188149,2584.3561904761905,50.868007102317655,5398319.749999999
555,1499558400,2576.73,2509.65,2564.86,39161.96,99506518.51,2511.43,direct,,2017-07-09,0.277663862,91.41761778279297,2583.0166666666664,48.05584917533467,5359157.789999999
556,1499644800,2530.34,2271.79,2511.43,123797.54,297270301.0,2344.02,direct,,2017-07-10,0.204643496,91.18470396101017,2570.0261904761905,40.50076781759578,5235360.249999999
557,1499731200,2412.75,2265.48,2344.02,146630.2,341998621.09,2324.29,direct,,2017-07-11,0.175974159,90.51000821687451,2549.5457142857144,39.70843788284209,5088730.049999999
558,1499817600,2424.82,2262.08,2324.29,109522.9,257095280.13,2403.09,direct,,2017-07-12,0.248412279,90.38687285911517,2536.4728571428573,44.38789982452986,5198252.949999999
559,1499904000,2436.66,2334.96,2403.09,88166.37,208630220.69,2362.44,direct,,2017-07-13,0.230664985,90.65719521455146,2519.310952380952,42.55309630199534,5110086.579999999
560,1499990400,2370.53,2165.36,2362.44,114411.35,257704533.44,2234.17,direct,,2017-07-14,0.126830002,90.45453962616382,2496.634761904762,37.31199380711629,4995675.2299999995
561,1500076800,2237.13,1974.03,2234.17,155317.39,320719096.8,1975.08,direct,,2017-07-15,0.156563119,85.006158285403,2467.350476190476,29.427768062720105,4840357.84
562,1500163200,2044.41,1808.99,1975.08,189643.47,364287861.72,1914.09,direct,,2017-07-16,0.15358631,39.59981168457918,2437.468095238095,27.931538872196526,4650714.37
563,1500249600,2233.83,1913.79,1914.09,176887.53,368366495.35,2233.39,direct,,2017-07-17,0.135159325,28.439589789495475,2427.3414285714284,43.987914237421734,4827601.9
564,1500336000,2400.74,2164.59,2233.39,202621.16,465220151.81,2320.23,direct,,2017-07-18,0.193895648,81.78868113000044,2414.7928571428574,47.41903790625048,5030223.0600000005
565,1500422400,2412.38,2243.13,2320.23,154319.01,357639189.58,2282.58,direct,,2017-07-19,0.180725636,90.12491449674799,2400.7376190476193,46.100507403411044,4875904.050000001
566,1500508800,2932.81,2282.11,2282.58,310335.43,807416890.88,2866.02,direct,,2017-07-20,0.222881084,86.83836784310765,2415.387619047619,63.18435692025215,5186239.48
567,1500595200,2873.96,2622.54,2866.02,193756.93,529154789.97,2675.08,direct,,2017-07-21,0.229688818,91.90957360410374,2424.6480952380953,56.8353605219029,4992482.550000001
568,1500681600,2876.71,2658.59,2675.08,121917.95,341992860.2,2836.53,direct,,2017-07-22,0.182663923,91.27757546248164,2444.2633333333333,60.453836418170624,5114400.500000001
569,1500768000,2856.67,2675.65,2836.53,108229.76,299869260.34,2756.61,direct,,2017-07-23,0.22032684,91.71456724029224,2454.746666666667,57.86778854024611,5006170.740000001
570,1500854400,2798.89,2715.69,2756.61,83009.25,229047365.02,2763.42,direct,,2017-07-24,0.214458633,91.41600655472917,2463.8395238095236,58.032529581879274,5089179.990000001
571,1500940800,2779.08,2472.62,2763.42,205883.15,534765380.75,2582.58,direct,,2017-07-25,0.193612781,91.37554589847856,2462.185238095238,52.195973967782486,4883296.840000001
572,1501027200,2631.73,2441.54,2582.58,135502.93,340465234.92,2559.21,direct,,2017-07-26,0.040177148,90.71433621016955,2458.9161904761904,51.47547332475085,4747793.910000001
573,1501113600,2712.92,2547.74,2559.21,103832.54,269880857.99,2691.88,direct,,2017-07-27,0.158836252,90.57903276687567,2462.6133333333337,55.2518166876947,4851626.450000001
574,1501200000,2843.78,2683.59,2691.88,138904.86,383479795.74,2806.75,direct,,2017-07-28,0.168305235,90.99133109964288,2476.559523809524,58.27929071594614,4990531.310000001
575,1501286400,2812.13,2699.42,2806.75,84491.69,230818894.97,2733.5,direct,,2017-07-29,0.158366683,91.30481353874646,2484.59,55.69178198825104,4906039.620000001
576,1501372800,2773.06,2621.68,2733.5,82717.65,222933516.31,2766.49,direct,,2017-07-30,0.166166642,91.02753211897773,2496.7357142857145,56.62580665710452,4988757.270000001
577,1501459200,2916.3,2723.05,2766.49,91115.22,254836601.62,2883.27,direct,,2017-07-31,0.096996071,91.08666704417783,2522.4142857142856,59.85212670208579,5079872.490000001
578,1501545600,2946.02,2659.62,2883.27,123174.1,341216428.6,2746.99,direct,,2017-08-01,0.112466446,91.39832322520427,2542.5428571428574,54.735395171343434,4956698.3900000015
579,1501632000,2773.8,2668.87,2746.99,81817.6,222534344.58,2720.53,direct,,2017-08-02,0.132203435,90.92484441312897,2557.6590476190477,53.77416125201423,4874880.790000002
580,1501718400,2822.88,2717.62,2720.53,68102.9,188517085.91,2809.99,direct,,2017-08-03,0.133120814,90.789613499449,2578.9709523809524,56.55228452502335,4942983.690000002
581,1501804800,2892.67,2779.51,2809.99,68760.4,195800289.46,2878.49,direct,,2017-08-04,0.135876102,91.03136875753843,2609.652857142857,58.60379438733151,5011744.090000003
582,1501891200,3344.01,2875.91,2878.49,159402.96,503737620.4,3262.8,direct,,2017-08-05,0.192681979,91.19042388541992,2670.9728571428573,67.79225535497991,5171147.050000003
583,1501977600,3295.07,3166.52,3262.8,60660.39,196484496.53,3232.03,direct,,2017-08-06,0.163336282,92.16751631917327,2733.731904761905,66.51916415189577,5110486.660000003
584,1502064000,3425.13,3198.51,3232.03,88111.88,294021645.24,3401.91,direct,,2017-08-07,0.220311621,92.03562493764858,2789.3757142857144,69.88199536594468,5198598.540000003
585,1502150400,3494.87,3357.15,3401.91,106940.67,366169429.25,3429.38,direct,,2017-08-08,0.178191847,92.3715512353943,2842.192380952381,70.39972803522724,5305539.210000003
586,1502236800,3437.15,3251.03,3429.38,97062.76,324058681.71,3348.79,direct,,2017-08-09,0.208908105,92.37104438052181,2892.964285714286,66.77321818077463,5208476.450000003
587,1502323200,3453.84,3322.92,3348.79,71000.32,242024460.29,3425.67,direct,,2017-08-10,0.213871169,92.12930929405329,2919.614285714286,68.44325842244123,5279476.770000003
588,1502409600,3706.48,3409.79,3425.67,97564.43,345135492.36,3654.37,direct,,2017-08-11,0.233055638,92.2432194496144,2966.247142857143,72.81978020283626,5377041.200000003
589,1502496000,3967.26,3611.36,3654.37,123593.57,469532325.43,3871.62,direct,,2017-08-12,0.219239645,92.65937967376496,3015.537142857143,76.19691565677226,5500634.770000003
590,1502582400,4189.42,3847.31,3871.62,158586.97,638917500.34,4062.6,direct,,2017-08-13,0.21594479,92.99894970978295,3077.727142857143,78.70212785960383,5659221.740000003
591,1502668800,4336.71,3978.95,4062.6,128460.0,540927757.84,4327.94,direct,,2017-08-14,0.211888381,93.25366173955558,3152.2280952380956,81.5997083504375,5787681.740000003
592,1502755200,4436.48,3837.13,4327.94,211581.81,872840682.33,4161.66,direct,,2017-08-15,0.243022743,93.59392717422519,3227.4223809523805,74.7375588386533,5576099.930000003
593,1502841600,4398.06,3938.62,4161.66,112901.04,472960334.46,4387.4,direct,,2017-08-16,0.203721483,93.2681988316661,3314.4790476190474,77.50348171812553,5689000.970000003
594,1502928000,4487.5,4194.1,4387.4,127475.88,554232802.49,4278.92,direct,,2017-08-17,0.192224691,93.54266344720297,3390.0523809523806,73.34747936694853,5561525.090000004
595,1503014400,4362.73,3978.28,4278.92,144398.64,603898315.45,4105.37,direct,,2017-08-18,0.200178362,93.30903666370027,3451.8914285714286,67.14418221690167,5417126.450000004
596,1503100800,4189.68,3957.46,4105.37,113724.38,462723151.89,4150.45,direct,,2017-08-19,0.258985643,92.95743595530317,3519.365238095238,67.90352642312699,5530850.830000004
597,1503187200,4182.29,4034.4,4150.45,70163.05,288193446.22,4066.6,direct,,2017-08-20,0.226059303,92.96492863723907,3581.275238095238,64.89905142453263,5460687.780000004
598,1503273600,4097.25,3966.93,4066.6,90644.62,365174045.82,4005.1,direct,,2017-08-21,0.232846733,92.75359357365541,3634.6957142857145,62.707496008342126,5370043.160000004
599,1503360000,4142.68,3612.21,4005.1,169138.73,659657838.92,4089.7,direct,,2017-08-22,0.160466263,92.57910996156305,3698.6342857142854,64.48420218935706,5539181.890000004
600,1503446400,4255.62,4070.49,4089.7,96649.15,402340258.48,4141.09,direct,,2017-08-23,0.195748351,92.67029679435491,3766.2799999999997,65.55764723739925,5635831.040000005
601,1503532800,4364.11,4111.71,4141.09,72358.36,305373477.79,4318.35,direct,,2017-08-24,0.22701388,92.7007543421557,3838.106666666666,69.03426140677185,5708189.400000005
602,1503619200,4461.71,4292.63,4318.35,82901.88,362283252.98,4364.41,direct,,2017-08-25,0.212507581,92.9360299610561,3908.864761904762,69.88490149408419,5791091.280000005
603,1503705600,4379.28,4263.28,4364.41,46159.77,199403922.82,4352.3,direct,,2017-08-26,0.226341851,92.94729098212095,3960.7457142857143,69.34553027517462,5744931.510000005
604,1503792000,4408.18,4321.12,4352.3,42516.01,185180843.1,4345.75,direct,,2017-08-27,0.219953012,92.86359245139296,4013.78,69.03517674299212,5702415.500000006
605,1503878400,4403.13,4195.23,4345.75,75486.08,325285703.33,4390.31,direct,,2017-08-28,0.22138821,92.78660278257624,4060.846666666667,70.01824535601584,5777901.580000006
606,1503964800,4647.83,4350.22,4390.31,100801.36,455467850.19,4597.31,direct,,2017-08-29,0.20665832,92.79411560407098,4116.462380952381,74.1275033684998,5878702.940000006
607,1504051200,4644.06,4491.79,4597.31,68471.63,313466398.12,4583.02,direct,,2017-08-30,0.228716444,93.04920932267386,4175.235238095238,73.37979979874414,5810231.310000006
608,1504137600,4765.07,4580.13,4583.02,72293.57,338981145.1,4735.11,direct,,2017-08-31,0.179779284,92.95851713024041,4237.589523809524,76.1384796725928,5882524.880000006
609,1504224000,4925.23,4690.17,4735.11,102012.79,491140364.58,4921.85,direct,,2017-09-01,0.237889942,93.11501231718782,4297.9457142857145,79.01414321709379,5984537.670000006
610,1504310400,4976.52,4448.64,4921.85,160770.39,747713818.1,4573.8,direct,,2017-09-02,0.261331964,93.30474148055305,4331.382857142857,63.623793526264166,5823767.280000007
611,1504396800,4719.78,4397.74,4573.8,102823.39,470135795.37,4612.92,direct,,2017-09-03,0.222584086,92.72993185369675,4357.588571428571,64.46167483163632,5926590.670000006
612,1504483200,4621.01,4098.58,4612.92,170399.25,737216060.51,4267.45,direct,,2017-09-04,0.112904118,92.726716214906,4354.708095238095,52.87822023043765,5756191.420000006
613,1504569600,4496.67,4004.62,4267.45,158410.81,673846827.74,4409.08,direct,,2017-09-05,0.194749683,92.07852190106637,4366.49,56.341849847072645,5914602.230000006
614,1504656000,4660.04,4401.53,4409.08,110931.13,504717245.65,4618.71,direct,,2017-09-06,0.176414604,92.27140987207581,4377.504761904762,60.92053925206264,6025533.360000006
615,1504742400,4690.55,4493.2,4618.71,70531.23,324939872.82,4635.6,direct,,2017-09-07,0.2343647,92.55814925213288,4394.489523809524,61.272951627296905,6096064.590000006
616,1504828800,4699.59,4130.88,4635.6,180364.02,786819863.5,4326.45,direct,,2017-09-08,0.127254166,92.52235825777875,4405.017142857143,52.025119105724734,5915700.570000007
